image_path,alarme,weapon_detection_best_status,weapon_detection_best_detections,weapon_detection_best2_status,weapon_detection_best2_detections,weapon_detection_model_status,weapon_detection_model_detections,weapon_detection_EffientNet_status,weapon_detection_EffientNet_detections,emotion_recognition_deepface_status,emotion_recognition_deepface_emotions,emotion_recognition_fer_status,emotion_recognition_fer_emotions,environment_detection_violenceEnvironment_detection_status,environment_detection_violenceEnvironment_detection_detections
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\IMG_7180_MOV-0061_jpg.rf.e763f56020d392446383a86c26d032fd.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.99894779920578, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 99.94423985481262}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.7083567380905151, 'bounding_box': {'x1': 206, 'y1': 39, 'x2': 396, 'y2': 596}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\IMG_7180_MOV-0062_jpg.rf.8ed1bba0e80bf1058120133ac89f7e36.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9947226047515869, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 91.07078856651715}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\IMG_7180_MOV-0069_jpg.rf.6ef74509f0d212b0b51aa2ba7ea86f53.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9973829388618469, 'bounding_box': {'x1': 518, 'y1': 460, 'x2': 540, 'y2': 480}}]",success,"{'emotion': 'angry', 'confidence': 99.88890291584696}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.7519423961639404, 'bounding_box': {'x1': 201, 'y1': 72, 'x2': 430, 'y2': 639}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\IMG_7180_MOV-0072_jpg.rf.50abded9744256a5152fb2ac62032e08.jpg,1,success,[],success,"[{'label': 'gun', 'confidence': 0.6111400723457336}]",success,[],success,"[{'label': 'weapon', 'confidence': 0.9968572854995728, 'bounding_box': {'x1': 306, 'y1': 0, 'x2': 540, 'y2': 208}}]",success,"{'emotion': 'angry', 'confidence': 98.70083943595417}",success,"{'emotion': 'fear', 'confidence': 0.36}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\IMG_7180_MOV-0083_jpg.rf.f3d69294f889c6c69fe7465d842e4eec.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9989750385284424, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'sad', 'confidence': 47.38903045654297}",success,"{'emotion': 'sad', 'confidence': 0.36}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knife-1193-_jpg.rf.321bf03342878b886c492040b195442c.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9997463822364807, 'bounding_box': {'x1': 0, 'y1': 0, 'x2': 234, 'y2': 208}}]",success,"{'emotion': 'neutral', 'confidence': 85.97865867869154}",success,"{'emotion': 'fear', 'confidence': 0.33}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knife-724-_jpg.rf.74d691acb2300c5764e67d35c386ca4e.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.8467580676078796}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 76.8221827533463}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knife-939-_jpg.rf.8318a710811222e042eae619fd330e04.jpg,1,success,"[{'label': 'knife', 'confidence': 0.5050016045570374}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 58.66845742840082}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knifeDefenseTechnique011_jpg.rf.b632f85d0f2d25921e61fa7e62148dc9.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.6559097766876221}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'happy', 'confidence': 97.30825424194336}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knifeDefenseTechnique068_jpg.rf.a66b20cd804544fcabdbdff1b8fa8313.jpg,1,success,"[{'label': 'knife', 'confidence': 0.7590572834014893}]",success,[],success,"[{'label': 'Knife', 'confidence': 0.500784695148468}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 92.3883850805989}",success,"{'emotion': 'angry', 'confidence': 0.42}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knife_193_jpg.rf.bb33adc723c2ee4493fec53107c0f042.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'neutral', 'confidence': 79.65730307443756}",success,"{'emotion': 'neutral', 'confidence': 0.55}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knife_20_jpg.rf.efcb64fcb18b3cc1cf826d49f884e189.jpg,1,success,"[{'label': 'knife', 'confidence': 0.6779001355171204}]",success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9813358783721924, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'neutral', 'confidence': 99.9593436717987}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knife_523_jpg.rf.1f492e0a08b8a5a05ed5b36f35bd088b.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9104949235916138}]",success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9815545082092285, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'sad', 'confidence': 93.82826612332656}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knife_529_jpg.rf.9fc3ebe1a1dd28d9483a7cb228dc80ba.jpg,1,success,"[{'label': 'knife', 'confidence': 0.5172545909881592}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'angry', 'confidence': 99.99749660491943}",success,"{'emotion': 'angry', 'confidence': 0.52}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\knife_70_jpg.rf.1ac56f4bd49b1d043ca53b9d711785bd.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9809973239898682, 'bounding_box': {'x1': 234, 'y1': 424, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'neutral', 'confidence': 76.95893049240112}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\KravMagaKnifeDefenseTechniques080_jpg.rf.705ec1b3cb827979978a89d233501050.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.8448336124420166}]",success,"[{'label': 'weapon', 'confidence': 0.9928319454193115, 'bounding_box': {'x1': 354, 'y1': 163, 'x2': 356, 'y2': 1}}]",success,"{'emotion': 'sad', 'confidence': 100.0}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.7345175743103027, 'bounding_box': {'x1': 159, 'y1': 0, 'x2': 522, 'y2': 616}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\KravMagaKnifeDefenseTechniques129_jpg.rf.fbccae895869fbec527e18b0a0b42649.jpg,1,success,"[{'label': 'guns', 'confidence': 0.5076843500137329}]",success,[],success,"[{'label': 'Knife', 'confidence': 0.8730984926223755}]",success,"[{'label': 'weapon', 'confidence': 0.972367525100708, 'bounding_box': {'x1': 122, 'y1': 316, 'x2': 356, 'y2': 108}}]",success,"{'emotion': 'sad', 'confidence': 99.9998927116394}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.8653435111045837, 'bounding_box': {'x1': 110, 'y1': 0, 'x2': 474, 'y2': 637}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\KravMagaKnifeDefenseTechniques167_jpg.rf.fb168489827916e8b99a3dd851b558da.jpg,1,success,"[{'label': 'knife', 'confidence': 0.565595805644989}]",success,[],success,"[{'label': 'Knife', 'confidence': 0.886016845703125}]",success,"[{'label': 'weapon', 'confidence': 0.9635507464408875, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 99.47549104690552}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.8265158534049988, 'bounding_box': {'x1': 156, 'y1': 6, 'x2': 490, 'y2': 639}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\KravMagaKnifeDefenseTechniques267_jpg.rf.2ea35dd882c134e7681a0b724fae7c6b.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.5541270971298218}]",success,"[{'label': 'weapon', 'confidence': 0.9985520243644714, 'bounding_box': {'x1': 446, 'y1': 316, 'x2': 498, 'y2': -90}}]",success,"{'emotion': 'sad', 'confidence': 82.45893120765686}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.5592396259307861, 'bounding_box': {'x1': 241, 'y1': 27, 'x2': 630, 'y2': 639}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\KravMagaTraining076_jpg.rf.d6aff839e8064d8ad61ebace4987df0d.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.876435399055481}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 96.48187798477673}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.5943611860275269, 'bounding_box': {'x1': 122, 'y1': 53, 'x2': 371, 'y2': 558}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\KravMagaTraining531_jpg.rf.c79ceec77eff4970a9ad531f79a9e970.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'happy', 'confidence': 99.99974966049194}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\KravMagaTraining726_jpg.rf.9a86c485f32b37590d77777b0aa1a69b.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'neutral', 'confidence': 99.53683614730835}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\KravMagaTraining753_jpg.rf.7889ceb941ee9d2f9746abb00ac5e821.jpg,1,success,[],success,[],success,"[{'label': 'Knife', 'confidence': 0.8229540586471558}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 82.34060406684875}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.5651278495788574, 'bounding_box': {'x1': 240, 'y1': 26, 'x2': 594, 'y2': 571}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\open526_png_jpg.rf.b282edf5192ad58873c197a96d9ba993.jpg,1,success,[],success,[],success,"[{'label': 'Grenade', 'confidence': 0.6589464545249939}]",success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 91.63060784339905}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.5054706931114197, 'bounding_box': {'x1': 67, 'y1': 208, 'x2': 240, 'y2': 561}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\open549_png_jpg.rf.0b6ca4969839dcd6885088d6cbf81cb3.jpg,1,success,[],success,[],success,"[{'label': 'Grenade', 'confidence': 0.7080992460250854}]",success,"[{'label': 'weapon', 'confidence': 0.9931366443634033, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 90.31529426574707}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\opencv_frame_22_png_jpg.rf.3df9badeaf11bad568f2726d037146ae.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9953669309616089, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 96.365487575531}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\RusoClases003_jpg.rf.022932a37be39e3d2698ca90ea113bbc.jpg,1,success,"[{'label': 'guns', 'confidence': 0.7351033687591553}]",success,[],success,"[{'label': 'Knife', 'confidence': 0.8751874566078186}]",success,"[{'label': 'weapon', 'confidence': 0.9880649447441101, 'bounding_box': {'x1': 0, 'y1': 0, 'x2': 356, 'y2': 316}}]",success,"{'emotion': 'happy', 'confidence': 97.50930652077832}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\RusoClases200_jpg.rf.3541481292a7795ea94a9e144ab0d430.jpg,1,success,"[{'label': 'guns', 'confidence': 0.7953152060508728}]",success,[],success,"[{'label': 'Knife', 'confidence': 0.8161977529525757}]",success,"[{'label': 'weapon', 'confidence': 0.997968852519989, 'bounding_box': {'x1': 306, 'y1': 0, 'x2': 540, 'y2': 208}}]",success,"{'emotion': 'sad', 'confidence': 89.0532910823822}",success,"{'emotion': 'neutral', 'confidence': 0.44}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\RusoClases396_jpg.rf.ae0a7045c6c906b02a1f5eb911531959.jpg,1,success,"[{'label': 'guns', 'confidence': 0.6696084141731262}, {'label': 'guns', 'confidence': 0.657174825668335}]",success,[],success,"[{'label': 'Knife', 'confidence': 0.8703612685203552}]",success,"[{'label': 'weapon', 'confidence': 0.9985536932945251, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'sad', 'confidence': 100.0}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\video5854713196715183593-1-_mp4-2_jpg.rf.0883c43911d635e044e2fdf98ceaadaa.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 98.85821342468262}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.6780633330345154, 'bounding_box': {'x1': 283, 'y1': 20, 'x2': 576, 'y2': 553}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\video5854713196715183602-1-_mp4-9_jpg.rf.b330507bc6040c1820fb5f37727a9c76.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'sad', 'confidence': 99.11925196647644}",success,"{'emotion': 'neutral', 'confidence': 0.53}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_14_F129_jpg.rf.2b2a3e4545e2025b385f8bd2f171de87.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9855438470840454}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 99.80494976043701}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_14_F129_jpg.rf.6d83b958b373e7e7631437d7d9218eda.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9960689544677734, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 98.88759844825259}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_14_F132_jpg.rf.769d1fb71c0a0b6950313399fd51de25.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9980210065841675, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 69.24799084663391}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.6083362102508545, 'bounding_box': {'x1': 334, 'y1': 75, 'x2': 431, 'y2': 387}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_14_F132_jpg.rf.ff3ac6ca37891b2a1462deeebef4157c.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9754796624183655}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'happy', 'confidence': 99.37001466751099}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_14_F141_jpg.rf.c778bb0e1c1b274ae1796bc5266fd6f5.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9985186457633972, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'sad', 'confidence': 98.78560915164839}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_14_F153_jpg.rf.f060f139b3a70df208a48b90865d6073.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9978892207145691, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 91.52600169181824}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_14_F153_jpg.rf.fe9859b0c4800be34dceb54a0728bdcf.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9880061745643616}]",success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9871103763580322, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'fear', 'confidence': 99.0607439911809}",success,"{'emotion': 'surprise', 'confidence': 0.32}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_14_F159_jpg.rf.f9f55c1d93fa71953a9b340ce38486b2.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9859951138496399}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'fear', 'confidence': 100.0}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_14_F87_jpg.rf.f21c25759354f4bbdea426fe1d6e6aab.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9751377701759338}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'surprise', 'confidence': 97.62000469922964}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_21_F120_jpg.rf.2ca7e2c7c86219e52b3c1fb5068f8a27.jpg,1,success,[],success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'neutral', 'confidence': 63.64177465438843}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.8263081312179565, 'bounding_box': {'x1': 392, 'y1': 136, 'x2': 639, 'y2': 460}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_21_F123_jpg.rf.97eb6fdf05f7b8ede61211dcf6dcf13b.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9777790307998657, 'bounding_box': {'x1': 122, 'y1': 316, 'x2': 223, 'y2': 226}}]",success,"{'emotion': 'neutral', 'confidence': 99.9004125535734}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.7694766521453857, 'bounding_box': {'x1': 209, 'y1': 126, 'x2': 637, 'y2': 482}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_21_F135_jpg.rf.a7778b67c4f8183c114ccaa7b20cae2b.jpg,1,success,[],success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.9131981134414673, 'bounding_box': {'x1': 0, 'y1': 316, 'x2': 356, 'y2': 480}}]",success,"{'emotion': 'neutral', 'confidence': 99.9958217141522}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,"[{'label': 'violence', 'confidence': 0.7958158850669861, 'bounding_box': {'x1': 251, 'y1': 116, 'x2': 613, 'y2': 482}}]"
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_21_F159_jpg.rf.99696ca19d8afbbbf278f9475ec77c0b.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9757574200630188}]",success,[],success,[],success,"[{'label': 'no weapon', 'confidence': 0.0, 'bounding_box': None}]",success,"{'emotion': 'angry', 'confidence': 99.8890221251223}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
C:\Vasco\Tese\Projeto\ProjetoFinal\SecurityDetectionML\Sistema_de_Seguranca\INFERENCE_ENGINE\EvaluateModels\AlarmPhotos\Positive\V_7_F15_jpg.rf.d79569b89e4d0ae3ff8bf74b02b711dd.jpg,1,success,"[{'label': 'knife', 'confidence': 0.9847858548164368}]",success,[],success,[],success,"[{'label': 'weapon', 'confidence': 0.972690999507904, 'bounding_box': {'x1': 419, 'y1': 316, 'x2': 540, 'y2': 108}}]",success,"{'emotion': 'sad', 'confidence': 57.158952951431274}",success,"{'emotion': 'No Face', 'confidence': 0.0}",success,[]
